transaction_id,date,product_code,customer_code,sold_quantity,revenue,cost,profit
T008864,2023-02-14,P003,C030,5,216336.34,177475,38861.34
T006166,2023-02-15,P050,C029,5,339266.97,243320,95946.97
T002797,2023-02-15,P008,C064,1,2824.42,2347,477.42
T009997,2023-02-15,P025,C001,1,96969.95,70774,26195.95
T000235,2023-02-15,P021,C009,10,19607.49,14750,4857.49
T006246,2023-02-15,P008,C059,2,6043.37,4694,1349.37
T007623,2023-02-15,P019,C053,1,6545.64,4797,1748.64
T008437,2023-02-15,P025,C063,3,255848.15,212322,43526.15
T003880,2023-02-15,P034,C017,2,22417.98,17004,5413.98
T004860,2023-02-15,P039,C067,20,83670.65,64580,19090.65
T000947,2023-02-15,P042,C042,20,56918.2,46760,10158.2
T004553,2023-02-15,P005,C071,20,12298.66,11700,598.66
T003455,2023-02-16,P021,C074,2,3988.16,2950,1038.16
T005117,2023-02-16,P030,C018,1,4093.24,3604,489.24
T004451,2023-02-16,P007,C072,3,136910.97,106440,30470.97
T009936,2023-02-16,P021,C021,15,30969.09,22125,8844.09
T002274,2023-02-16,P001,C059,2,11309.31,8544,2765.31
T005682,2023-02-16,P004,C061,10,10902.49,9690,1212.49
T006128,2023-02-16,P039,C070,1,3924.21,3229,695.21
T003871,2023-02-16,P005,C054,5,3940.18,2925,1015.18
T000113,2023-02-16,P012,C020,5,216586.84,168960,47626.84
T002235,2023-02-16,P041,C023,20,46119.87,37260,8859.87
T001824,2023-02-17,P038,C021,25,73371.65,55550,17821.65
T006944,2023-02-17,P022,C049,3,67792.87,49587,18205.87
T008231,2023-02-17,P019,C053,20,134053.7,95940,38113.7
T007256,2023-02-17,P032,C054,3,6189.62,5310,879.62
T000862,2023-02-17,P033,C017,1,29824.32,21773,8051.32
T009865,2023-02-17,P029,C067,5,320717.18,238310,82407.18
T005997,2023-02-17,P030,C048,5,24964.15,18020,6944.15
T007678,2023-02-18,P001,C056,5,27170.99,21360,5810.99
T004110,2023-02-18,P003,C055,2,94062.51,70990,23072.51
T008893,2023-02-18,P049,C030,3,153765.63,143025,10740.63
T007719,2023-02-18,P045,C028,10,14083.92,10090,3993.92
T005453,2023-02-18,P011,C050,3,3591.03,2838,753.03
T006820,2023-02-18,P042,C056,3,8859.05,7014,1845.05
T000463,2023-02-19,P021,C046,1,1851.04,1475,376.04
T001347,2023-02-19,P035,C038,5,3476.89,2530,946.89
T003279,2023-02-20,P001,C049,2,10282.9,8544,1738.9
T002222,2023-02-20,P011,C006,15,17465.8,14190,3275.8
T005146,2023-02-20,P023,C074,2,123662.13,92486,31176.13
T003439,2023-02-20,P038,C015,2,5620.66,4444,1176.66
T009231,2023-02-20,P031,C053,2,788.19,596,192.19
T006113,2023-02-21,P034,C059,15,169353.43,127530,41823.43
T003289,2023-02-21,P040,C013,3,126103.03,98079,28024.03
T007662,2023-02-21,P019,C043,5,29001.98,23985,5016.98
T005325,2023-02-21,P006,C075,10,368636.78,289390,79246.78
T000228,2023-02-21,P015,C025,5,103523.09,81130,22393.09
T008498,2023-02-21,P006,C064,1,36143.03,28939,7204.03
T003270,2023-02-21,P008,C054,2,5917.82,4694,1223.82
T006229,2023-02-21,P010,C070,3,6479.56,5301,1178.56
T000152,2023-02-21,P015,C038,2,43637.69,32452,11185.69
T004366,2023-02-21,P022,C043,2,44085.5,33058,11027.5
T000510,2023-02-21,P033,C012,2,54926.98,43546,11380.98
T003511,2023-02-22,P004,C020,3,3641.4,2907,734.4
T007750,2023-02-22,P015,C039,1,21132.48,16226,4906.48
T005299,2023-02-23,P006,C004,1,35102.73,28939,6163.73
T003327,2023-02-23,P039,C004,3,12694.47,9687,3007.47
T009227,2023-02-23,P006,C032,2,78547.31,57878,20669.31
T005720,2023-02-23,P005,C066,5,3191.66,2925,266.66
T005210,2023-02-23,P006,C045,2,76559.18,57878,18681.18
T001711,2023-02-23,P049,C021,1,55340.23,47675,7665.23
T007086,2023-02-23,P027,C059,10,39585.24,29400,10185.24
T004147,2023-02-23,P049,C047,1,61898.14,47675,14223.14
T009640,2023-02-24,P009,C051,15,18121.64,13290,4831.64
T000365,2023-02-24,P016,C062,10,53624.08,44430,9194.08
T004476,2023-02-24,P046,C029,20,873326.49,674960,198366.49
T001566,2023-02-25,P003,C010,3,146674.71,106485,40189.71
T002638,2023-02-25,P036,C054,1,83259.8,66523,16736.8
T006387,2023-02-25,P021,C057,2,3754.93,2950,804.93
T002546,2023-02-25,P013,C015,3,143800.22,108048,35752.22
T003466,2023-02-25,P008,C033,1,2887.6,2347,540.6
T001998,2023-02-25,P032,C007,1,2333.37,1770,563.37
T008843,2023-02-25,P022,C058,3,65796.52,49587,16209.52
T009343,2023-02-26,P019,C001,3,18871.49,14391,4480.49
T004392,2023-02-26,P025,C020,20,1610073.42,1415480,194593.42
T004125,2023-02-26,P009,C068,5,5677.87,4430,1247.87
T002392,2023-02-26,P015,C038,30,634597.09,486780,147817.09
T007634,2023-02-26,P034,C042,5,58550.92,42510,16040.92
T003997,2023-02-27,P002,C016,2,159158.17,124388,34770.17
T001228,2023-02-27,P037,C001,1,3019.8,2178,841.8
T007509,2023-02-27,P034,C025,10,114037.72,85020,29017.72
T002859,2023-02-27,P022,C036,3,68628.08,49587,19041.08
T008652,2023-02-27,P003,C006,1,48369.19,35495,12874.19
T002511,2023-02-27,P011,C034,15,18481.86,14190,4291.86
T001230,2023-02-27,P030,C066,3,13243.48,10812,2431.48
T007921,2023-02-27,P037,C066,1,2749.51,2178,571.51
T000853,2023-02-27,P033,C038,2,59006.87,43546,15460.87
T008829,2023-02-28,P001,C060,1,5358.53,4272,1086.53
T003671,2023-02-28,P034,C018,3,35325.17,25506,9819.17
T005510,2023-02-28,P030,C019,1,4942.34,3604,1338.34
T002284,2023-02-28,P029,C005,10,633282.32,476620,156662.32
T007187,2023-02-28,P012,C011,15,626442.27,506880,119562.27
T000305,2023-03-01,P020,C010,15,20075.82,15225,4850.82
T003548,2023-03-01,P037,C034,3,8487.23,6534,1953.23
T002068,2023-03-01,P014,C032,1,65205.18,48483,16722.18
T001632,2023-03-01,P023,C028,2,120507.95,92486,28021.95
T002103,2023-03-01,P035,C052,1,665.25,506,159.25
T003916,2023-03-01,P041,C052,15,33890.81,27945,5945.81
T009090,2023-03-01,P036,C067,3,249582.49,199569,50013.49
T004485,2023-03-01,P037,C008,15,39979.95,32670,7309.95
T004187,2023-03-02,P033,C005,1,27462.02,21773,5689.02
T006059,2023-03-02,P026,C015,2,79590.0,65390,14200.0
T006853,2023-03-02,P024,C008,2,34016.2,26552,7464.2
T007452,2023-03-02,P047,C019,5,168569.57,128315,40254.57
T001260,2023-03-02,P025,C008,1,85368.56,70774,14594.56
T007217,2023-03-02,P006,C011,3,118499.4,86817,31682.4
T002700,2023-03-02,P008,C061,2,5749.21,4694,1055.21
T006956,2023-03-02,P007,C003,25,1222426.56,887000,335426.56
T009184,2023-03-02,P019,C054,2,11379.01,9594,1785.01
T007093,2023-03-02,P020,C052,15,18715.87,15225,3490.87
T008478,2023-03-02,P034,C019,2,19168.07,17004,2164.07
T002396,2023-03-03,P043,C031,20,42930.0,32160,10770.0
T002994,2023-03-03,P034,C056,3,35362.68,25506,9856.68
T002680,2023-03-03,P050,C057,10,680785.39,486640,194145.39
T002228,2023-03-04,P007,C027,1,44875.3,35480,9395.3
T005144,2023-03-04,P047,C074,2,62947.39,51326,11621.39
T005078,2023-03-04,P022,C058,2,42975.87,33058,9917.87
T003367,2023-03-04,P018,C051,2,2188.07,1804,384.07
T004461,2023-03-04,P013,C039,1,44386.57,36016,8370.57
T001573,2023-03-04,P016,C031,1,5962.45,4443,1519.45
T004962,2023-03-05,P013,C046,3,139727.11,108048,31679.11
T007056,2023-03-05,P032,C004,20,48528.75,35400,13128.75
T004526,2023-03-05,P011,C026,10,11608.87,9460,2148.87
T005058,2023-03-05,P043,C018,1,2188.09,1608,580.09
T006243,2023-03-05,P025,C041,1,97569.12,70774,26795.12
T001374,2023-03-05,P003,C025,10,447561.81,354950,92611.81
T002443,2023-03-06,P045,C018,3,4045.0,3027,1018.0
T004097,2023-03-06,P014,C027,1,59994.19,48483,11511.19
T004687,2023-03-06,P039,C022,10,39269.54,32290,6979.54
T004229,2023-03-06,P027,C068,5,17228.99,14700,2528.99
T006402,2023-03-06,P015,C008,1,20207.99,16226,3981.99
T001399,2023-03-06,P026,C002,1,43378.74,32695,10683.74
T006469,2023-03-06,P026,C047,3,131316.42,98085,33231.42
T008872,2023-03-06,P026,C006,2,84934.69,65390,19544.69
T001658,2023-03-07,P048,C059,5,13288.39,9575,3713.39
T006573,2023-03-07,P003,C068,50,2397717.59,1774750,622967.59
T003118,2023-03-07,P018,C008,1,984.16,902,82.16
T007728,2023-03-07,P002,C051,5,416338.18,310970,105368.18
T001382,2023-03-07,P025,C016,1,89964.71,70774,19190.71
T009972,2023-03-07,P050,C065,2,134050.49,97328,36722.49
T003767,2023-03-08,P049,C003,2,114854.94,95350,19504.94
T000468,2023-03-08,P037,C018,3,7936.3,6534,1402.3
T002503,2023-03-08,P029,C070,5,312542.35,238310,74232.35
T003117,2023-03-08,P035,C075,1,681.51,506,175.51
T001246,2023-03-08,P020,C035,5,6475.29,5075,1400.29
T008178,2023-03-08,P008,C067,1,2868.61,2347,521.61
T008273,2023-03-09,P001,C070,1,5279.41,4272,1007.41
T008820,2023-03-09,P023,C050,3,173661.29,138729,34932.29
T002609,2023-03-09,P050,C068,2,124661.44,97328,27333.44
T004834,2023-03-09,P028,C014,1,840.73,678,162.73
T001104,2023-03-10,P005,C004,1,754.66,585,169.66
T000471,2023-03-10,P042,C008,10,29505.56,23380,6125.56
T001408,2023-03-10,P010,C066,5,11111.42,8835,2276.42
T004807,2023-03-11,P014,C046,15,874323.19,727245,147078.19
T002789,2023-03-11,P001,C017,5,26732.38,21360,5372.38
T002069,2023-03-11,P020,C049,1,1279.0,1015,264.0
T009169,2023-03-11,P037,C031,5,13450.57,10890,2560.57
T002898,2023-03-11,P010,C015,3,7187.31,5301,1886.31
T002406,2023-03-11,P036,C010,25,2064214.48,1663075,401139.48
T008538,2023-03-12,P050,C029,3,186767.83,145992,40775.83
T004387,2023-03-12,P002,C028,3,239839.03,186582,53257.03
T001959,2023-03-13,P005,C023,5,3723.06,2925,798.06
T005473,2023-03-13,P025,C062,3,254910.99,212322,42588.99
T004937,2023-03-13,P003,C054,2,89322.94,70990,18332.94
T007865,2023-03-13,P035,C016,1,638.34,506,132.34
T002601,2023-03-14,P018,C066,3,3415.35,2706,709.35
T002194,2023-03-14,P044,C066,2,2288.15,1654,634.15
T001319,2023-03-14,P046,C036,2,83226.16,67496,15730.16
T002429,2023-03-14,P029,C050,10,661349.42,476620,184729.42
T008479,2023-03-14,P038,C043,2,5578.59,4444,1134.59
T006750,2023-03-14,P022,C014,15,316657.11,247935,68722.11
T005587,2023-03-15,P025,C001,20,1902070.32,1415480,486590.32
T005910,2023-03-15,P032,C069,3,7236.19,5310,1926.19
T000951,2023-03-15,P042,C057,5,14339.72,11690,2649.72
T002321,2023-03-15,P035,C012,10,6079.94,5060,1019.94
T002416,2023-03-15,P030,C075,15,72719.92,54060,18659.92
T004685,2023-03-15,P037,C071,2,6035.63,4356,1679.63
T007704,2023-03-15,P012,C067,1,44449.51,33792,10657.51
T008168,2023-03-15,P020,C008,10,11512.86,10150,1362.86
T008292,2023-03-15,P022,C052,2,40736.57,33058,7678.57
T005098,2023-03-15,P017,C031,5,4835.05,3825,1010.05
T009422,2023-03-15,P014,C038,1,59395.81,48483,10912.81
T007740,2023-03-15,P015,C020,1,22657.21,16226,6431.21
T000764,2023-03-16,P003,C008,2,87944.72,70990,16954.72
T007061,2023-03-16,P031,C023,15,5659.6,4470,1189.6
T000156,2023-03-16,P016,C040,1,5471.41,4443,1028.41
T002287,2023-03-16,P004,C065,1,1235.35,969,266.35
T005719,2023-03-16,P020,C052,1,1324.43,1015,309.43
T003214,2023-03-16,P024,C024,3,53319.54,39828,13491.54
T005423,2023-03-17,P015,C035,5,113257.17,81130,32127.17
T007586,2023-03-17,P009,C058,1,1082.91,886,196.91
T009540,2023-03-17,P002,C016,3,245659.51,186582,59077.51
T004072,2023-03-17,P028,C003,15,12572.8,10170,2402.8
T007956,2023-03-17,P006,C014,25,816476.93,723475,93001.93
T008642,2023-03-17,P016,C013,2,11851.73,8886,2965.73
T002963,2023-03-17,P003,C016,3,124926.8,106485,18441.8
T003167,2023-03-18,P049,C036,3,175881.39,143025,32856.39
T008726,2023-03-18,P015,C024,10,216688.86,162260,54428.86
T009568,2023-03-18,P014,C066,25,1612309.91,1212075,400234.91
T002117,2023-03-18,P041,C019,1,2128.63,1863,265.63
T007270,2023-03-19,P025,C065,20,1873233.42,1415480,457753.42
T002592,2023-03-19,P019,C045,2,11634.3,9594,2040.3
T006798,2023-03-19,P018,C046,3,3307.18,2706,601.18
T004332,2023-03-19,P016,C017,1,6015.52,4443,1572.52
T000803,2023-03-20,P029,C051,15,879559.96,714930,164629.96
T002866,2023-03-20,P047,C037,2,68363.33,51326,17037.33
T000508,2023-03-20,P002,C022,5,422712.8,310970,111742.8
T000020,2023-03-20,P016,C057,1,6158.82,4443,1715.82
T005278,2023-03-20,P006,C018,1,37356.98,28939,8417.98
T004484,2023-03-21,P009,C008,2,2182.08,1772,410.08
T001725,2023-03-21,P028,C010,1,862.38,678,184.38
T007953,2023-03-21,P050,C003,15,998429.22,729960,268469.22
T002175,2023-03-21,P027,C004,10,39552.44,29400,10152.44
T008460,2023-03-21,P027,C055,3,12009.43,8820,3189.43
T005662,2023-03-21,P001,C068,2,10454.84,8544,1910.84
T002255,2023-03-21,P027,C048,2,7395.87,5880,1515.87
T001082,2023-03-22,P021,C017,3,5629.92,4425,1204.92
T008103,2023-03-22,P026,C055,1,43953.73,32695,11258.73
T009005,2023-03-22,P016,C031,3,16161.31,13329,2832.31
T001177,2023-03-22,P033,C065,3,80269.69,65319,14950.69
T005939,2023-03-22,P046,C048,2,93030.89,67496,25534.89
T005130,2023-03-23,P018,C068,5,6010.94,4510,1500.94
T005208,2023-03-23,P050,C026,1,60219.48,48664,11555.48
T004986,2023-03-23,P014,C062,15,969594.27,727245,242349.27
T005106,2023-03-23,P042,C012,5,12788.09,11690,1098.09
T009983,2023-03-23,P026,C023,10,411175.31,326950,84225.31
T007515,2023-03-23,P015,C021,2,36460.75,32452,4008.75
T009566,2023-03-23,P033,C026,1,26844.3,21773,5071.3
T009921,2023-03-23,P020,C073,1,1332.68,1015,317.68
T006856,2023-03-23,P018,C037,3,3250.05,2706,544.05
T008360,2023-03-23,P014,C062,5,257181.34,242415,14766.34
T009215,2023-03-23,P036,C072,2,174109.87,133046,41063.87
T004474,2023-03-23,P042,C016,25,71264.65,58450,12814.65
T000885,2023-03-23,P021,C072,2,3870.25,2950,920.25
T001365,2023-03-23,P036,C064,3,264651.99,199569,65082.99
T002988,2023-03-23,P028,C005,25,20538.88,16950,3588.88
T009100,2023-03-24,P033,C068,1,22863.72,21773,1090.72
T004875,2023-03-24,P042,C004,3,8807.4,7014,1793.4
T005045,2023-03-24,P046,C045,25,1037351.96,843700,193651.96
T007613,2023-03-24,P034,C061,2,22754.84,17004,5750.84
T000398,2023-03-24,P046,C064,2,86333.25,67496,18837.25
T007259,2023-03-25,P042,C072,2,6500.1,4676,1824.1
T004745,2023-03-25,P018,C063,5,5736.32,4510,1226.32
T000715,2023-03-25,P020,C024,2,2657.96,2030,627.96
T002489,2023-03-25,P010,C025,2,4665.64,3534,1131.64
T002225,2023-03-25,P010,C045,1,2421.58,1767,654.58
T006886,2023-03-25,P026,C067,2,78624.89,65390,13234.89
T005112,2023-03-25,P001,C039,30,177547.82,128160,49387.82
T000599,2023-03-25,P026,C013,1,42978.28,32695,10283.28
T008163,2023-03-25,P016,C012,3,17613.02,13329,4284.02
T008114,2023-03-25,P050,C016,2,118109.89,97328,20781.89
T008457,2023-03-25,P011,C031,10,12010.16,9460,2550.16
T009286,2023-03-25,P003,C040,1,38786.66,35495,3291.66
T002146,2023-03-25,P014,C034,2,120357.03,96966,23391.03
T002417,2023-03-26,P005,C035,2,1473.57,1170,303.57
T007254,2023-03-26,P031,C030,5,1690.03,1490,200.03
T009427,2023-03-26,P019,C028,2,12406.62,9594,2812.62
T004507,2023-03-26,P013,C032,1,50294.0,36016,14278.0
T004759,2023-03-26,P023,C020,15,899202.84,693645,205557.84
T004791,2023-03-26,P035,C045,1,683.69,506,177.69
T002104,2023-03-26,P023,C057,2,125539.7,92486,33053.7
T000435,2023-03-26,P028,C011,15,12468.28,10170,2298.28
T001309,2023-03-26,P001,C050,20,113266.49,85440,27826.49
T003886,2023-03-26,P027,C006,3,11038.8,8820,2218.8
T004093,2023-03-27,P030,C067,3,14386.74,10812,3574.74
T005132,2023-03-27,P044,C062,2,2156.7,1654,502.7
T005972,2023-03-27,P014,C023,2,134437.09,96966,37471.09
T005659,2023-03-27,P011,C024,20,26222.61,18920,7302.61
T009913,2023-03-27,P041,C033,1,2489.49,1863,626.49
T006955,2023-03-27,P034,C006,1,11658.86,8502,3156.86
T001316,2023-03-27,P049,C048,2,132506.47,95350,37156.47
T005018,2023-03-27,P040,C003,20,905463.13,653860,251603.13
T001691,2023-03-28,P021,C027,2,3577.81,2950,627.81
T007759,2023-03-28,P038,C032,1,2911.83,2222,689.83
T004288,2023-03-28,P023,C060,2,120823.84,92486,28337.84
T008813,2023-03-28,P024,C013,1,15969.12,13276,2693.12
T006252,2023-03-28,P034,C071,1,11707.47,8502,3205.47
T000135,2023-03-28,P024,C060,3,54843.14,39828,15015.14
T002962,2023-03-28,P011,C026,15,19808.68,14190,5618.68
T005430,2023-03-28,P008,C069,15,44110.72,35205,8905.72
T009400,2023-03-29,P042,C057,2,6231.65,4676,1555.65
T006190,2023-03-29,P026,C065,10,421638.7,326950,94688.7
T002320,2023-03-29,P044,C057,1,1002.51,827,175.51
T001527,2023-03-29,P016,C001,1,5507.89,4443,1064.89
T000712,2023-03-29,P026,C066,2,71125.45,65390,5735.45
T004894,2023-03-29,P038,C032,1,2806.24,2222,584.24
T001132,2023-03-30,P047,C052,10,324198.35,256630,67568.35
T000755,2023-03-30,P043,C062,2,3989.69,3216,773.69
T001930,2023-03-30,P044,C071,15,14910.46,12405,2505.46
T007648,2023-03-30,P050,C046,5,297715.51,243320,54395.51
T007988,2023-03-30,P043,C002,25,54444.48,40200,14244.48
T007877,2023-03-30,P008,C062,1,3261.75,2347,914.75
T007243,2023-03-30,P016,C024,15,84558.44,66645,17913.44
T009979,2023-03-30,P003,C027,2,98735.2,70990,27745.2
T004593,2023-03-30,P043,C019,15,29808.41,24120,5688.41
T008044,2023-03-31,P029,C021,5,302748.6,238310,64438.6
T008359,2023-03-31,P001,C025,1,5221.22,4272,949.22
T001217,2023-03-31,P009,C060,1,1169.2,886,283.2
T000848,2023-03-31,P046,C068,10,435042.29,337480,97562.29
T005695,2023-03-31,P036,C004,15,1234513.85,997845,236668.85
T008688,2023-03-31,P003,C028,10,447161.88,354950,92211.88
T001040,2023-03-31,P037,C030,1,2771.09,2178,593.09
T006202,2023-03-31,P033,C072,10,287626.75,217730,69896.75
T003921,2023-03-31,P013,C051,5,242091.28,180080,62011.28
T005551,2023-03-31,P044,C023,15,15665.13,12405,3260.13
T007147,2023-03-31,P045,C001,2,2757.55,2018,739.55
T006042,2023-04-01,P006,C061,2,62857.81,57878,4979.81
T001290,2023-04-01,P015,C006,3,59164.65,48678,10486.65
T008080,2023-04-01,P030,C067,2,9124.8,7208,1916.8
T001538,2023-04-02,P040,C040,20,898073.71,653860,244213.71
T002631,2023-04-02,P007,C017,2,90425.55,70960,19465.55
T000741,2023-04-02,P014,C035,5,339271.88,242415,96856.88
T004920,2023-04-02,P002,C045,2,170142.68,124388,45754.68
T005397,2023-04-02,P017,C001,5,4151.42,3825,326.42
T005258,2023-04-03,P028,C058,20,17628.37,13560,4068.37
T006928,2023-04-03,P023,C069,3,185284.99,138729,46555.99
T009909,2023-04-03,P003,C019,1,45715.47,35495,10220.47
T007386,2023-04-03,P002,C006,5,392728.47,310970,81758.47
T001308,2023-04-03,P038,C039,15,41081.91,33330,7751.91
T009614,2023-04-03,P032,C057,3,7380.36,5310,2070.36
T004981,2023-04-03,P027,C069,2,7716.44,5880,1836.44
T005182,2023-04-03,P036,C074,5,392900.41,332615,60285.41
T000829,2023-04-03,P040,C073,2,69826.44,65386,4440.44
T003389,2023-04-03,P031,C017,1,376.84,298,78.84
T001203,2023-04-03,P017,C058,2,1927.0,1530,397.0
T002019,2023-04-04,P042,C052,2,5725.61,4676,1049.61
T008655,2023-04-05,P037,C018,5,15085.35,10890,4195.35
T001265,2023-04-05,P026,C002,5,169248.25,163475,5773.25
T005892,2023-04-05,P022,C028,2,40447.48,33058,7389.48
T009853,2023-04-05,P043,C039,20,43709.05,32160,11549.05
T001944,2023-04-05,P010,C007,3,6997.34,5301,1696.34
T004203,2023-04-05,P010,C002,3,6795.41,5301,1494.41
T003977,2023-04-06,P030,C026,1,4977.05,3604,1373.05
T006342,2023-04-06,P002,C045,20,1646931.75,1243880,403051.75
T000928,2023-04-06,P048,C051,3,7878.5,5745,2133.5
T004272,2023-04-06,P027,C074,2,7212.04,5880,1332.04
T000023,2023-04-06,P042,C009,15,44286.65,35070,9216.65
T003219,2023-04-06,P007,C075,25,1122170.04,887000,235170.04
T008251,2023-04-07,P049,C026,1,59092.11,47675,11417.11
T007180,2023-04-07,P036,C024,20,1631847.25,1330460,301387.25
T008412,2023-04-07,P039,C005,5,22464.36,16145,6319.36
T005987,2023-04-07,P028,C006,3,2543.79,2034,509.79
T006547,2023-04-07,P006,C071,2,63695.09,57878,5817.09
T007559,2023-04-07,P043,C026,1,2058.89,1608,450.89
T006112,2023-04-07,P001,C038,3,16949.5,12816,4133.5
T002521,2023-04-08,P045,C068,1,1144.94,1009,135.94
T003716,2023-04-08,P020,C041,25,35337.55,25375,9962.55
T008026,2023-04-08,P039,C002,1,3892.69,3229,663.69
T009657,2023-04-08,P029,C035,15,848696.4,714930,133766.4
T006981,2023-04-08,P049,C049,2,117257.31,95350,21907.31
T009922,2023-04-08,P028,C058,2,1877.89,1356,521.89
T002309,2023-04-09,P029,C072,3,162190.36,142986,19204.36
T002442,2023-04-09,P036,C004,1,81143.48,66523,14620.48
T005724,2023-04-09,P001,C041,1,5531.98,4272,1259.98
T003540,2023-04-09,P017,C046,50,52932.63,38250,14682.63
T003543,2023-04-09,P035,C036,3,1771.9,1518,253.9
T009370,2023-04-09,P007,C002,2,91329.11,70960,20369.11
T008965,2023-04-09,P043,C012,1,2039.45,1608,431.45
T001847,2023-04-10,P013,C020,10,488659.71,360160,128499.71
T007244,2023-04-10,P022,C003,3,68491.21,49587,18904.21
T003788,2023-04-10,P020,C074,25,26416.97,25375,1041.97
T001587,2023-04-10,P037,C064,2,5378.42,4356,1022.42
T005240,2023-04-11,P027,C056,1,4086.15,2940,1146.15
T000263,2023-04-11,P012,C032,1,44566.85,33792,10774.85
T005387,2023-04-11,P047,C041,15,508120.57,384945,123175.57
T008737,2023-04-12,P013,C034,3,126275.51,108048,18227.51
T002107,2023-04-12,P033,C039,5,130715.0,108865,21850.0
T006937,2023-04-12,P025,C009,1,89402.68,70774,18628.68
T008839,2023-04-12,P026,C059,10,427264.17,326950,100314.17
T003550,2023-04-13,P044,C046,10,11235.81,8270,2965.81
T001413,2023-04-13,P012,C069,1,45412.8,33792,11620.8
T007643,2023-04-13,P029,C040,1,59178.92,47662,11516.92
T000693,2023-04-13,P012,C030,2,85588.35,67584,18004.35
T004442,2023-04-13,P042,C023,10,31726.46,23380,8346.46
T003041,2023-04-13,P031,C039,3,1158.76,894,264.76
T000213,2023-04-13,P034,C065,15,177129.33,127530,49599.33
T002984,2023-04-14,P038,C005,15,42393.34,33330,9063.34
T003054,2023-04-14,P039,C010,1,3853.47,3229,624.47
T003966,2023-04-14,P039,C043,10,40754.87,32290,8464.87
T001678,2023-04-14,P003,C042,10,436876.84,354950,81926.84
T002160,2023-04-14,P030,C073,10,43288.74,36040,7248.74
T002642,2023-04-14,P041,C007,10,24759.58,18630,6129.58
T005584,2023-04-15,P031,C060,25,9148.36,7450,1698.36
T000787,2023-04-15,P023,C020,2,118735.37,92486,26249.37
T004385,2023-04-15,P044,C048,1,1088.2,827,261.2
T004140,2023-04-15,P042,C040,1,2983.6,2338,645.6
T009001,2023-04-16,P025,C072,5,466783.21,353870,112913.21
T001542,2023-04-16,P011,C056,15,15596.49,14190,1406.49
T005634,2023-04-16,P033,C040,1,30462.63,21773,8689.63
T003775,2023-04-16,P012,C057,1,44964.2,33792,11172.2
T004579,2023-04-16,P016,C072,2,12405.72,8886,3519.72
T004227,2023-04-16,P028,C074,5,4470.64,3390,1080.64
T001953,2023-04-16,P003,C001,2,86110.95,70990,15120.95
T008201,2023-04-16,P011,C005,2,2607.67,1892,715.67
T004224,2023-04-17,P039,C061,20,79622.18,64580,15042.18
T007701,2023-04-17,P016,C038,3,17622.49,13329,4293.49
T007057,2023-04-17,P019,C031,5,29771.18,23985,5786.18
T005175,2023-04-17,P035,C015,1,699.82,506,193.82
T004890,2023-04-18,P040,C015,1,40924.87,32693,8231.87
T008837,2023-04-18,P041,C065,2,4814.8,3726,1088.8
T000255,2023-04-18,P023,C026,5,301304.56,231215,70089.56
T007567,2023-04-18,P043,C046,2,3993.94,3216,777.94
T005448,2023-04-18,P050,C054,5,308446.91,243320,65126.91
T002366,2023-04-18,P025,C009,50,4328923.28,3538700,790223.28
T001719,2023-04-18,P036,C008,5,408875.18,332615,76260.18
T005600,2023-04-18,P029,C034,15,997593.25,714930,282663.25
T005614,2023-04-18,P049,C018,3,171881.98,143025,28856.98
T000694,2023-04-18,P037,C029,2,5570.95,4356,1214.95
T008578,2023-04-18,P038,C019,1,2717.88,2222,495.88
T006390,2023-04-19,P006,C009,3,116645.73,86817,29828.73
T004972,2023-04-19,P045,C066,1,1216.54,1009,207.54
T007792,2023-04-19,P017,C028,3,3115.75,2295,820.75
T009641,2023-04-19,P014,C043,25,1593711.97,1212075,381636.97
T008757,2023-04-19,P026,C013,25,1125917.83,817375,308542.83
T000703,2023-04-19,P032,C066,2,4564.08,3540,1024.08
T005424,2023-04-20,P044,C072,5,5449.22,4135,1314.22
T001972,2023-04-20,P039,C060,10,39374.11,32290,7084.11
T000449,2023-04-20,P024,C029,3,55468.45,39828,15640.45
T000026,2023-04-20,P039,C074,20,78932.23,64580,14352.23
T003393,2023-04-20,P003,C053,1,44047.11,35495,8552.11
T006779,2023-04-20,P031,C005,2,834.11,596,238.11
T003907,2023-04-20,P036,C071,1,92762.11,66523,26239.11
T007614,2023-04-20,P048,C046,2,4865.42,3830,1035.42
T003485,2023-04-20,P022,C058,2,40093.79,33058,7035.79
T002732,2023-04-20,P005,C017,1,750.83,585,165.83
T005179,2023-04-20,P041,C075,2,4281.17,3726,555.17
T001497,2023-04-20,P014,C075,1,63890.28,48483,15407.28
T000098,2023-04-20,P024,C025,3,51130.59,39828,11302.59
T009542,2023-04-21,P016,C067,5,30529.68,22215,8314.68
T003644,2023-04-21,P049,C061,2,115984.24,95350,20634.24
T009012,2023-04-21,P013,C038,1,44120.35,36016,8104.35
T008298,2023-04-21,P003,C072,1,43661.42,35495,8166.42
T002115,2023-04-21,P039,C009,10,43133.81,32290,10843.81
T005180,2023-04-21,P046,C024,5,228602.23,168740,59862.23
T007468,2023-04-21,P021,C065,2,3591.69,2950,641.69
T009937,2023-04-21,P005,C026,2,1519.52,1170,349.52
T006077,2023-04-22,P026,C015,15,561941.43,490425,71516.43
T009365,2023-04-22,P047,C024,2,59513.89,51326,8187.89
T002498,2023-04-22,P045,C059,50,70628.15,50450,20178.15
